seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	
266.90  	21.17   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
266.92  	21.18   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
266.93  	21.18   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
266.95  	21.18   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
266.97  	21.17   	1.08    	21.24   	-0.67   	1.43    	0.45    	0.00    	-       	
267.00  	21.18   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.02  	21.17   	1.08    	21.24   	-0.67   	1.43    	0.45    	0.00    	-       	
267.03  	21.18   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.05  	21.18   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.07  	21.18   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.09  	21.17   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.11  	21.18   	1.08    	21.24   	-0.67   	1.43    	0.45    	0.00    	-       	
267.12  	21.18   	1.08    	21.24   	-0.67   	1.43    	0.45    	0.00    	-       	
267.14  	21.17   	1.08    	21.24   	-0.67   	1.43    	0.45    	0.00    	-       	
267.16  	21.17   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.18  	21.18   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.20  	21.17   	1.07    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.22  	21.17   	1.07    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.24  	21.17   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.26  	21.16   	1.07    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.28  	21.16   	1.07    	21.24   	-0.67   	1.43    	0.45    	0.00    	-       	
267.30  	21.16   	1.07    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.32  	21.17   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
267.33  	21.17   	1.08    	21.25   	-0.67   	1.43    	0.45    	0.00    	-       	
267.35  	21.17   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
267.37  	21.17   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
267.38  	21.17   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
267.41  	21.17   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
267.42  	21.18   	1.09    	21.27   	-0.67   	1.43    	0.45    	0.00    	-       	
267.44  	21.16   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
267.46  	21.17   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
267.48  	21.16   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
267.50  	21.17   	1.08    	21.27   	-0.67   	1.43    	0.45    	0.00    	-       	
267.52  	21.17   	1.09    	21.28   	-0.67   	1.43    	0.45    	0.00    	-       	
267.54  	21.16   	1.08    	21.26   	-0.67   	1.43    	0.45    	0.00    	-       	
267.56  	21.17   	1.08    	21.27   	-0.67   	1.43    	0.45    	0.00    	-       	
267.57  	21.17   	1.08    	21.27   	-0.67   	1.43    	0.45    	0.00    	-       	
267.59  	21.17   	1.08    	21.28   	-0.67   	1.43    	0.45    	0.00    	-       	
267.61  	21.16   	1.08    	21.27   	-0.67   	1.43    	0.45    	0.00    	-       	
267.63  	21.18   	1.09    	21.28   	-0.67   	1.43    	0.45    	0.00    	-       	
267.65  	21.18   	1.09    	21.28   	-0.67   	1.43    	0.45    	0.00    	-       	
267.67  	21.17   	1.09    	21.28   	-0.67   	1.43    	0.45    	0.00    	-       	
267.69  	21.17   	1.09    	21.28   	-0.67   	1.43    	0.45    	0.00    	-       	
267.71  	21.17   	1.09    	21.28   	-0.67   	1.43    	0.45    	0.00    	-       	
267.73  	21.17   	1.09    	21.28   	-0.67   	1.43    	0.45    	0.00    	-       	
267.75  	21.17   	1.09    	21.29   	-0.67   	1.43    	0.45    	0.00    	-       	
267.77  	21.18   	1.09    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
267.80  	21.17   	1.09    	21.28   	-0.67   	1.43    	0.45    	0.00    	-       	
267.82  	21.17   	1.09    	21.29   	-0.67   	1.43    	0.45    	0.00    	-       	
267.85  	21.18   	1.09    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
267.87  	21.17   	1.09    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
267.89  	21.18   	1.10    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
267.91  	21.18   	1.10    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
267.93  	21.18   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
267.95  	21.18   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
267.98  	21.17   	1.09    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
268.00  	21.18   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.02  	21.19   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.03  	21.19   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.05  	21.18   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.07  	21.19   	1.11    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.09  	21.20   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.11  	21.19   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.13  	21.19   	1.11    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.15  	21.19   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.17  	21.18   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.18  	21.19   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.20  	21.19   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.22  	21.19   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.23  	21.18   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.25  	21.18   	1.10    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
268.27  	21.18   	1.10    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
268.28  	21.18   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.30  	21.18   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.32  	21.19   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.34  	21.17   	1.09    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
268.35  	21.17   	1.09    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
268.37  	21.17   	1.09    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
268.39  	21.19   	1.11    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.41  	21.17   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.42  	21.18   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.44  	21.19   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.46  	21.19   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.48  	21.17   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.50  	21.17   	1.09    	21.30   	-0.67   	1.43    	0.45    	0.00    	-       	
268.52  	21.18   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.55  	21.16   	1.09    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.57  	21.19   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.60  	21.18   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.62  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.64  	21.17   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.65  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.67  	21.18   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.69  	21.16   	1.10    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.71  	21.16   	1.09    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.72  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.76  	21.16   	1.09    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.78  	21.16   	1.09    	21.31   	-0.67   	1.43    	0.45    	0.00    	-       	
268.80  	21.17   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.82  	21.17   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.84  	21.17   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.86  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.88  	21.17   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.90  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.92  	21.17   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.94  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
268.96  	21.17   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
268.98  	21.17   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
269.00  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.02  	21.17   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.04  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.05  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.07  	21.17   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
269.10  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.11  	21.18   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
269.13  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.15  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.17  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.19  	21.19   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.21  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.23  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.25  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.27  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.29  	21.17   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.31  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.33  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.35  	21.18   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
269.37  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.38  	21.17   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
269.40  	21.19   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.42  	21.19   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.45  	21.19   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.47  	21.19   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.48  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.50  	21.19   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.53  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.55  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.56  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.58  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.60  	21.17   	1.10    	21.32   	-0.67   	1.43    	0.45    	0.00    	-       	
269.62  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.64  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.67  	21.18   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.68  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.71  	21.17   	1.10    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.72  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.75  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.77  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.79  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.81  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
269.83  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.86  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.88  	21.19   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.90  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
269.92  	21.20   	1.12    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
269.94  	21.20   	1.12    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
269.96  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
269.99  	21.20   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.01  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
270.02  	21.19   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.04  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.05  	21.19   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.08  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
270.10  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.12  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.13  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.15  	21.19   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.17  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
270.19  	21.19   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.21  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.23  	21.19   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.25  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.27  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.28  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.30  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.32  	21.19   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.33  	21.18   	1.11    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
270.36  	21.19   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.37  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.39  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.41  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.43  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
270.45  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.47  	21.17   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.49  	21.17   	1.10    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.51  	21.17   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
270.53  	21.17   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.55  	21.17   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.57  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.59  	21.17   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.61  	21.17   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.64  	21.17   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
270.65  	21.17   	1.10    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.67  	21.17   	1.10    	21.33   	-0.67   	1.43    	0.45    	0.00    	-       	
270.69  	21.17   	1.10    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.71  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.72  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.75  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.77  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.79  	21.17   	1.10    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.81  	21.17   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.83  	21.17   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.85  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.87  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.89  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
270.91  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
270.93  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
270.95  	21.17   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
270.97  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.00  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.02  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.04  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.07  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.09  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.11  	21.17   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
271.13  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
271.15  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.17  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.19  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.21  	21.17   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
271.22  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.25  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.27  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.29  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.31  	21.18   	1.11    	21.34   	-0.67   	1.43    	0.45    	0.00    	-       	
271.33  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.35  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.38  	21.17   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.40  	21.17   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.42  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.44  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.46  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.48  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.50  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.52  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.54  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.56  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.58  	21.18   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.60  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.62  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.63  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.65  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.67  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.68  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.71  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.74  	21.18   	1.12    	21.37   	-0.67   	1.43    	0.45    	0.00    	-       	
271.75  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.77  	21.18   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.79  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.80  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
271.82  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.84  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.85  	21.19   	1.12    	21.37   	-0.67   	1.43    	0.45    	0.00    	-       	
271.87  	21.20   	1.12    	21.37   	-0.67   	1.43    	0.45    	0.00    	-       	
271.90  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.93  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.95  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
271.98  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.00  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.02  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.04  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.07  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.08  	21.19   	1.12    	21.37   	-0.67   	1.43    	0.45    	0.00    	-       	
272.11  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.12  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.14  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.15  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.17  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.20  	21.18   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.21  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.23  	21.19   	1.12    	21.37   	-0.67   	1.43    	0.45    	0.00    	-       	
272.25  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.27  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.29  	21.19   	1.12    	21.37   	-0.67   	1.43    	0.45    	0.00    	-       	
272.31  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.33  	21.19   	1.11    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.35  	21.20   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.36  	21.19   	1.12    	21.37   	-0.67   	1.43    	0.45    	0.00    	-       	
272.38  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.40  	21.20   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.42  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.44  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.46  	21.20   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.47  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.50  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.52  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.53  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.55  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.57  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.59  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.61  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.62  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.64  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.67  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.69  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.71  	21.20   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.73  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.75  	21.20   	1.12    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.77  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.80  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.82  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.84  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
272.87  	21.19   	1.12    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.89  	21.19   	1.12    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.91  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.93  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.94  	21.19   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.97  	21.18   	1.11    	21.35   	-0.67   	1.43    	0.45    	0.00    	-       	
272.99  	21.20   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
273.00  	21.19   	1.12    	21.36   	-0.67   	1.43    	0.45    	0.00    	-       	
